2023-02-09 18:23,Air Canada canceled their late night flight from Toronto to Fredericton due to weather here's the thing... it's b? https://t.co/JfqjUKHquf,rthonb85,0,1,en,Canada,New Brunswick,Island View,45.94845575,-66.65302242
2023-02-09 18:22,..of course you are.......how much in federal funding did you receive to make this transition?Air Canada Launch? https://t.co/NAZzR0HAkB,colina21412346,0,0,en,NULL,NULL,NULL,NULL,NULL
2023-02-09 17:45,@Yxclusive @AirCanada You just reminded me I have air Canada voucher. Thank you,Funms,0,0,en,Nigeria,Federal Capital Territory,Abuja,9.04361855,7.481416993
2023-02-09 17:36,Me:  nothing is worse than Air Canada?s service.  @westjet:  Hold my beer.    Today I switched from ABAC to ABW? https://t.co/tLTZkpKj9H,Kate88901310,0,1,en,NULL,NULL,NULL,NULL,NULL
2023-02-09 17:33,An Air Canada B747-400 seen here in this photo at Montreal in July 1999 #avgeeks ?- Caribb https://t.co/IlFPvIq61Q,ClassicsPlanes,31,360,en,NULL,NULL,NULL,NULL,NULL
2023-02-09 17:29,This is like being tricked into getting experimental jabs with ice cream bribes. It always starts with the carrot b? https://t.co/vZAmPcNOy4,unmasking_media,9,24,en,Australia,NULL,NULL,-24.7761086,134.755
2023-02-09 17:22,@sirnl7 @xQc Nah that's just air canada,flippinpans,0,0,en,NULL,NULL,NULL,NULL,NULL
2023-02-09 17:12,@HUMBLEQU3ST How much you wanna bet he was flying air canada LMFAO,chrryredlol,0,1,en,NULL,NULL,NULL,NULL,NULL
2023-02-09 17:00,@blogTO @porterairlines In economy you got a snack alcoholic beverage and (hate to tell you but) a bigger seat p? https://t.co/9VBVdXjSHn,AWholeLotOfMeh,0,2,en,NULL,NULL,NULL,NULL,NULL
2023-02-09 16:41,@emmagmay That's international but since Air Canada put me there I would say it was intentional to,TheLoneCanadian,0,0,en,Canada,Ontario,Old Toronto,43.6534817,-79.3839347
2023-02-09 16:39,@SevenIslandsAg @AirCanada We were in TO together bro!? We left for Cancun around that time. Air Canada. I was worried about that too.,Lean1Mclean,0,0,en,Canada,Manitoba,Rural Municipality of Oakview,50.1363389,-100.4301503
2023-02-09 16:35,Anyone I know ever flown Air Canada?,_michellebeck,0,0,en,United Kingdom,England,Liverpool,53.4071991,-2.99168
2023-02-09 16:12,On an Air Canada flight to Toronto Island Airport.  We are told we are cancelled because the de icing will not work? https://t.co/OYCiPJbt1f,kwame_mckenzie,0,13,en,Canada,Ontario,Old Toronto,43.6534817,-79.3839347
